id,answer,property_value,bleurt_score
Q3181718,new york city,new york city,0.9141663908958435
Q16750227,minneapoli,minneapoli,0.9144859910011292
Q6759612,"april 8, 1981",1981-04-08,0.7934339046478271
Q7145594,"january 28, 1941",1941-01-28,0.7394251823425293
Q19631151,united state,united state,0.9919833540916443
Q4934915,comedian and television actor,actor,0.2422780841588974
Q5765601,wilson,wilson,0.8748894333839417
Q4216187,jamaica,jamaica,0.938531219959259
Q18217547,actor,actor,0.5767977237701416
Q6166341,leonardtown,leonardtown,0.9672814011573792
Q5495072,"december 25, 1980",1980-12-25,0.8065975904464722
Q11858126,,1966-12-10,0.04300488531589508
Q15616461,temple university,temple university,0.9808264374732971
Q7611974,"december 4, 1958",1958-12-04,0.7437772154808044
Q26212393,arad,arad,1.0127182006835938
Q7143561,pottawatomie county,pottawatomie county,1.0234209299087524
Q7365068,"october 23, 1986",1986-10-23,0.7158818244934082
Q228832,bisexual,bisexuality,0.4570898413658142
Q20679344,"january 15, 1914",1914-01-15,0.7662374377250671
Q186304,actor,actor,0.5767977237701416
Q2865169,film score composer,composer,0.31043827533721924
Q108306,ernst matray,ernst matray,0.9106196165084839
Q7352560,united state,united state,0.9919833540916443
Q3734145,groby community college,groby community college,0.9888837933540344
Q1344901,mansfield,mansfield,0.9182946085929871
Q37079,golden globe award for best actor – motion picture drama,golden globe award for best actor – motion picture drama,0.9405811429023743
Q7934292,"april 29, 1946",1946-04-29,0.7726041674613953
Q958973,bowman,bowman,0.924366295337677
Q2112357,actres,actor,0.15664337575435638
Q236121,poland,poland,0.9955719113349915
Q363864,traffic collision,traffic collision,0.9001910090446472
Q23656614,actres,television actor,0.12972226738929749
Q3034272,carman chaplin,carman chaplin,0.9571649432182312
Q26972391,actor,actor,0.5767977237701416
Q924821,actor,film actor,0.13960686326026917
Q6209524,actor,television actor,0.1935839205980301
Q13560453,modesto,modesto,0.995579183101654
Q513399,"may 1, 1946",1946-05-01,0.7457128167152405
Q5931881,new york city,new york city,0.9141663908958435
Q3666583,film director,film director,0.893515944480896
Q24994160,santiago,santiago,1.0046770572662354
Q7372342,united state,united state,0.9919833540916443
Q16262941,radio personality,radio personality,0.9485573172569275
Q2659732,stage actor,stage actor,0.8314184546470642
Q5549451,orlando,orlando,0.9287020564079285
Q4932818,"november 12, 1932",1932-11-12,0.7246919274330139
Q24265481,actres,television actor,0.12972226738929749
Q4913038,"november 22, 1989",1989-11-22,0.7984938025474548
Q20974045,butler,butler,0.9270374178886414
Q22663630,jason katim,jason katim,1.0482044219970703
Q6376690,"april 23, 2017",2017-04-23,0.8801563382148743
Q3062892,natural cause,natural cause,0.9231284260749817
Q16749857,kern county,kern county,0.8928021788597107
Q6834560,stage actor,stage actor,0.8314184546470642
Q329549,"june 28, 1947",1947-06-28,0.7371835112571716
Q6795349,"may 22, 1990",1990-05-22,0.7813512682914734
Q4704282,actor,actor,0.5767977237701416
Q7440922,film actor,film actor,0.8629913330078125
Q4708171,sean stewart,sean stewart,0.9110772609710693
Q24201749,lo angele,lo angele,1.0596922636032104
Q6789317,film direction,film direction,0.9403797388076782
Q586807,united state,united state,0.9919833540916443
Q267829,rockliffe fellowe,rockliffe fellowe,1.0323408842086792
Q559984,"Hackettstown, new jersey",hackettstown,0.663084089756012
Q171571,ice princes,ice princes,0.962729275226593
Q41142,peter fonda,peter fonda,0.9851523041725159
Q4766983,film actor,film actor,0.8629913330078125
Q22680669,richmond,richmond,0.8868616223335266
Q2189152,natural cause,natural cause,0.9231284260749817
Q6173254,war photographer,war photographer,0.9056879878044128
Q4096109,actres,television actor,0.12972226738929749
Q16091880,"april 6, 1931",1931-04-06,0.7484648823738098
Q7384521,simpkin,simpkin,0.9797367453575134
Q2096412,aid,aid,0.8804678916931152
Q1779,trumpeter and vocalist,film score composer,0.036130696535110474
Q2055847,actres and model,pornographic actor,0.07608115673065186
Q1320512,actor,television actor,0.1935839205980301
Q241530,united state,united state,0.9919833540916443
Q431397,television actor,television actor,0.8891075253486633
Q922931,"march 27, 1990",1990-03-27,0.8340486288070679
Q13420678,keen,keen,0.8573347330093384
Q17194270,spector,spector,0.8937844634056091
Q2451476,actor,actor,0.5767977237701416
Q294144,philippine theatre actor guild,philippine theatre actor guild,0.9930859208106995
Q382197,london academy of music and dramatic art,london academy of music and dramatic art,0.9038898348808289
Q4733418,actres,television actor,0.12972226738929749
Q5178612,actres,film actor,0.08464165776968002
Q6111282,blindnes,blindnes,0.966020405292511
Q271109,actres,actor,0.15664337575435638
Q5372837,film actor,actor,0.24699276685714722
Q5568716,aberdeen,aberdeen,0.9931429028511047
Q301818,tampa,tampa,0.9213473200798035
Q2733992,actor,film actor,0.13960686326026917
Q19666719,olabisi onabanjo university,olabisi onabanjo university,1.003284215927124
Q531458,united state,united state,0.9919833540916443
Q15429073,"february 2, 1963",1963-02-02,0.7304055094718933
Q7330052,"february 1, 1995",1995-02-01,0.7045448422431946
Q23701740,"may 27, 1983",1983-05-27,0.8063147664070129
Q1378684,freeman,freeman,0.9560267329216003
Q4260668,actres and dancer,actor,0.1543692946434021
Q3618090,filmmaker and actres,film actor,0.36815935373306274
Q5234483,"december 15, 1948",1948-12-15,0.6917626857757568
Q218605,united state,united state,0.9919833540916443
Q7648508,juilliard school,juilliard school,0.9531745910644531
Q3100447,actor,actor,0.5767977237701416
Q254980,actres,film actor,0.08464165776968002
Q2244341,zaetta,zaetta,0.986213743686676
Q47609929,riga,riga,0.8432315587997437
Q5362415,united kingdom,united kingdom,0.9348112344741821
Q7704835,actres and television presenter,beauty pageant contestant,0.04341132938861847
Q5074526,united state,united state,0.9919833540916443
Q18925192,boon,boon,1.0053471326828003
Q2618553,,professional wrestler,-0.019704923033714294
Q15993279,"december 9, 1926",1926-12-09,0.7640296816825867
Q6810902,meri welle,Q126705771,0.02003665268421173
Q35829570,fayetteville,fayetteville,0.9802696704864502
Q3814080,rush,rush,0.8358067870140076
Q7608884,be my guest,be my guest,0.9894210696220398
Q1093792,east finchley cemetery,east finchley cemetery,0.9675408005714417
Q57340719,deanna ochoa,deanna ochoa,1.030439853668213
Q2530341,pressman,pressman,0.9324621558189392
Q8017608,member of the order of the british empire,member of the order of the british empire,0.9764898419380188
Q16234829,television actor,television actor,0.8891075253486633
Q228692,non-heterosexuality,non-heterosexuality,1.0070810317993164
Q1582689,towson university,towson university,0.9744603633880615
Q1082835,cardiff,cardiff,0.9380168318748474
Q7817052,montreal,montreal,0.892716109752655
Q4810625,actor,actor,0.5767977237701416
Q314926,calvert hall college high school,calvert hall college high school,0.9707679152488708
Q5107632,"Boulder, colorado",boulder,0.5283319354057312
Q267400,actor,actor,0.5767977237701416
Q15992949,"november 20, 1942",1942-11-20,0.7363085150718689
Q10284455,D'Ambrosio,D'Ambrosio,0.9912331700325012
Q2152597,musician,musician,0.733916699886322
Q1044146,united state,united state,0.9919833540916443
Q2396279,"september 3, 2007",2007-09-03,0.8512962460517883
Q3660357,"january 23, 1934",1934-01-23,0.740049421787262
Q48785323,kingdom of great britain,kingdom of great britain,0.9879884123802185
Q471163,openly homosexual,homosexuality,0.15635575354099274
Q2053618,helene costello,helene costello,1.0039219856262207
Q3007115,actor,actor,0.5767977237701416
Q4704733,cancer,cancer,0.6330661177635193
Q12741913,romania,romania,0.8995456099510193
Q2382531,sweet home,sweet home,0.9613252282142639
Q625877,franci lister,franci lister,1.019576907157898
Q5669284,gribbon,gribbon,1.011918067932129
Q2893754,caraca,caraca,0.9529328942298889
Q6377805,juilliard school,juilliard school,0.9531745910644531
Q2885740,"el Paso, texa",el paso,0.5862281918525696
Q3968229,stage actor,stage actor,0.8314184546470642
Q127315,natural cause related to the influenza pandemic,natural cause,0.36524665355682373
Q712073,playwright,playwright,0.9277148842811584
Q3133885,new york city,new york city,0.9141663908958435
Q5084321,koontz,koontz,0.9980702996253967
Q2984598,film actor,actor,0.24699276685714722
Q72267,academy award for best picture,academy award for best picture,0.9425910115242004
Q1680304,united state,united state,0.9919833540916443
Q4942437,"august 24, 1975",1975-08-24,0.8602868318557739
Q567830,nicollette sheridan,nicollette sheridan,1.0983189344406128
Q16916381,"october 18, 1905",1905-10-18,0.7327893376350403
Q449265,actor,actor,0.5767977237701416
Q2415881,actres,film actor,0.08464165776968002
Q7694030,united state,united state,0.9919833540916443
Q55501745,"october 4, 1940",1940-10-04,0.6347841620445251
Q58827693,"october 10, 1946",1946-10-10,0.7530485987663269
Q3510640,"october 7, 2018",2018-10-07,0.794998049736023
Q4953110,"september 4, 1994",1994-09-04,0.7454846501350403
Q19727242,film director,film director,0.893515944480896
Q712955,heart failure,heart failure,0.9068176746368408
Q6409906,pornographic actor,actor,0.19546827673912048
Q6768853,"march 29, 1976",1976-03-29,0.8236004114151001
Q3506064,breast cancer,breast cancer,0.8282293677330017
Q5271212,actres and model,actor,0.05286041647195816
Q310324,debra winger,Q21523420,0.006804466247558594
Q6136065,united kingdom,united kingdom,0.9348112344741821
Q518232,"july 6, 2024",2024-07-06,0.7867308259010315
Q2065879,kent,kent,0.6988428235054016
Q3964955,united kingdom,united kingdom,0.9348112344741821
Q6226240,television actor,television actor,0.8891075253486633
Q3101978,screenwriter,screenwriter,0.8943785429000854
Q19361350,napier,napier,1.0060834884643555
Q19904075,stand-up comedian,comedian,0.4685591459274292
Q26924840,united state,united state,0.9919833540916443
Q262772,fine art college,fine art college,0.9391255974769592
Q62029804,soble,soble,0.9114840030670166
Q5479112,united kingdom,united kingdom,0.9348112344741821
Q5338471,czechoslovakia,czechoslovakia,0.9775792360305786
Q56230173,actor,actor,0.5767977237701416
Q7861481,united kingdom of great britain and ireland,united kingdom,0.46492457389831543
Q6209448,"august 30, 1989",1989-08-30,0.8399419188499451
Q39048667,"january 1, 2002",2002-01-01,0.6719146370887756
Q7609195,television actor,actor,0.2646454870700836
Q530187,clara kirstine undset gyth,clara kirstine undset gyth,1.0384016036987305
Q1906424,new york city,new york city,0.9141663908958435
Q7308278,"actor, film director, and screenwriter",actor,0.3628358244895935
Q4934457,oklahoma,oklahoma,1.0153052806854248
Q2934764,new orlean,new orlean,0.9507079720497131
Q6513218,chamberlin,chamberlin,0.9706501364707947
Q6743649,"march 10, 1983",1983-03-10,0.8169203400611877
Q5893546,"september 12, 2005",2005-09-12,0.8712505102157593
Q3382695,actor,actor,0.5767977237701416
Q23005315,actor,actor,0.5767977237701416
Q5024374,"may 21, 1985",1985-05-21,0.7798560261726379
Q3434845,"august 26, 1933",1933-08-26,0.8468572497367859
Q6707618,Scandal!,Scandal!,0.9695216417312622
Q586641,pari,pari,0.6237179040908813
Q3666866,florida state university,florida state university,0.9397757649421692
Q1321323,"september 21, 1983",1983-09-21,0.8009952902793884
Q8040114,"november 20, 1859",1859-11-20,0.818125307559967
Q744357,dobb ferry,dobb ferry,1.010826587677002
Q352021,"may 5, 1978",1978-05-05,0.785804808139801
Q2421987,united state,united state,0.9919833540916443
Q61719163,england,england,0.9851313233375549
Q1753034,the prestigiou star on the hollywood walk of fame,star on hollywood walk of fame,0.5227006077766418
Q4412585,"may 21, 1963",1963-05-21,0.7765877842903137
Q4733604,united state,united state,0.9919833540916443
Q6287371,stage actor,actor,0.1815577745437622
Q5941484,ker,Q16871343,0.0157192200422287
Q6395911,actor,television actor,0.1935839205980301
Q6143566,"may 18, 1951",1951-05-18,0.7496660351753235
Q16115589,film actor,film actor,0.8629913330078125
Q5538628,lo angele,lo angele,1.0596922636032104
Q7610295,actor,actor,0.5767977237701416
Q6088463,,1903-04-21,0.1417994201183319
Q2642039,united state,united state,0.9919833540916443
Q1647246,television actor,actor,0.2646454870700836
Q6397845,voice,voice,0.4867112636566162
Q6698200,"june 25, 1970",1970-06-25,0.7351774573326111
Q436203,acting,acting,0.5752753615379333
Q3180044,actor,actor,0.5767977237701416
Q4796691,television actor,actor,0.2646454870700836
Q1909222,king,king,0.643171489238739
Q58876679,coleman,coleman,0.9057091474533081
Q271769,mount maunganui college,mount maunganui college,0.9745249152183533
Q2850486,"october 18, 1867",1867-10-18,0.7613133192062378
Q26806,actor,actor,0.5767977237701416
Q5531221,new york city,new york city,0.9141663908958435
Q1420743,"march 5, 1985",1985-03-05,0.8021509051322937
Q16930049,"november 16, 1895",1895-11-16,0.7951957583427429
Q1115513,harrison,harrison,0.889825165271759
Q924000,actor,actor,0.5767977237701416
Q28804317,"february 5, 1907",1907-02-05,0.7049288153648376
Q1142983,california,california,0.8659041523933411
Q4899579,actor,actor,0.5767977237701416
Q23542436,"november 22, 1994",1994-11-22,0.779625654220581
Q15436566,lo angele,lo angele,1.0596922636032104
Q573010,"june 8, 1963",1963-06-08,0.7050819993019104
Q933980,Henley-on-Thames,Henley-on-Thames,0.9304811358451843
Q16240571,child actor,child actor,0.9050390720367432
Q165518,united state,united state,0.9919833540916443
Q497770,chevalier de art et de lettre,chevalier de art et de lettre,0.9394203424453735
Q6418526,pembroke college in brown university,pembroke college in brown university,0.9579293727874756
Q6728936,"october 7, 1872",1872-10-07,0.7165963053703308
Q952431,actor,television actor,0.1935839205980301
Q20853582,turner,turner,0.8912670612335205
Q61955426,neto,neto,0.9597986340522766
Q5262974,"november 10, 1975",1975-11-10,0.8084025979042053
Q6686992,united state,united state,0.9919833540916443
Q513402,"writer, director, screenwriter, film producer",film producer,0.5410181283950806
Q21033486,california city,california city,0.9525536894798279
Q725650,actor,television actor,0.1935839205980301
Q39990,actor,actor,0.5767977237701416
Q5608793,drew,drew,0.9838976263999939
Q7279369,northwest cabarru high school,northwest cabarru high school,0.9839864373207092
Q211998,"television actor, film actor, voice actor, film producer",actor,0.3699932098388672
Q18324548,edinburgh,edinburgh,0.9023823142051697
Q4750486,manager,manager,0.6248320937156677
Q37885816,sydney,sydney,0.9498118162155151
Q5297943,film actor,film actor,0.8629913330078125
Q8013160,john D. O'Bryant school of mathematic & science,john D. O'Bryant school of mathematic & science,0.9703759551048279
Q28659500,"june 29, 1994",1994-06-29,0.7024897933006287
Q281341,voice,voice,0.4867112636566162
Q291293,buddhism,buddhism,0.8323835730552673
Q363673,actor,film actor,0.13960686326026917
Q26709759,united state,united state,0.9919833540916443
Q234117,opus singer,opus singer,0.9521738290786743
Q6418542,united state,united state,0.9919833540916443
Q5438919,"april 16, 1881",1881-04-16,0.7291790843009949
Q234558,voice,voice,0.4867112636566162
Q3810986,"Washington, D.C.","Washington, D.C.",0.8961753249168396
Q4749288,actres,television actor,0.12972226738929749
Q24287402,"songwriter, model, actor",songwriter,0.4473415017127991
Q229263,dancer,dancer,0.6719051003456116
Q430091,kinsman,kinsman,0.9436933398246765
Q4662413,schwartz,schwartz,0.9667134881019592
Q6695052,"december 15, 1972",1972-12-15,0.7111719846725464
Q6205707,voice,voice,0.4867112636566162
Q434495,television actor,television actor,0.8891075253486633
Q3491002,actres,actor,0.15664337575435638
Q3643708,television actor,television actor,0.8891075253486633
Q7327131,"january 7, 1971",1971-01-07,0.740763247013092
Q25189889,united kingdom,united kingdom,0.9348112344741821
Q7380284,united kingdom,united kingdom,0.9348112344741821
Q26251194,canton,canton,0.8492246270179749
Q7609888,lo angele,lo angele,1.0596922636032104
Q1355379,"march 10, 1905",1905-03-10,0.8333865404129028
Q7533473,reeve,reeve,0.905661404132843
Q3324464,"june 6, 1993",1993-06-06,0.676181435585022
Q221068,beverly hill,beverly hill,0.9619622826576233
Q7088895,"march 2, 1954",1954-03-02,0.7846227288246155
Q4581407,our Lord of good counsel high school,our Lord of good counsel high school,0.9952560663223267
Q719083,guitarist,guitarist,0.6707322597503662
Q242005,georgiade,georgiade,0.9900837540626526
Q713070,actor,voice actor,0.09630686044692993
Q24955870,united state,united state,0.9919833540916443
Q924104,"film producer, actor, musician, screenwriter",film producer,0.4799236059188843
Q15263435,"Paterson, new jersey",paterson,0.4679754376411438
Q6795393,"february 16, 1957",1957-02-16,0.7634419798851013
Q8011803,"june 10, 1999",1999-06-10,0.7328938841819763
Q8004599,television actor,television actor,0.8891075253486633
Q29342,lo angele,lo angele,1.0596922636032104
Q255233,singer,singer,0.7661882042884827
Q3703176,brandei university,brandei university,1.0341763496398926
Q3807881,voice,voice,0.4867112636566162
Q6418426,"january 11, 1990",1990-01-11,0.7801036238670349
Q5438929,film actor,film actor,0.8629913330078125
Q4101387,film director,film director,0.893515944480896
Q47325776,actor,actor,0.5767977237701416
Q19665740,brooklyn,brooklyn,0.9519419074058533
Q5109344,lucille lortel award for outstanding featured actor in a musical,lucille lortel award for outstanding featured actor in a musical,0.9618951082229614
Q5163494,demille,Q351735,0.0018393248319625854
Q6383889,rensselaer polytechnic institute,rensselaer polytechnic institute,0.990879476070404
Q3469430,actor,actor,0.5767977237701416
Q7491498,fort lauderdale,fort lauderdale,0.8835893273353577
Q2383432,film director and actor,singer,0.13860873878002167
Q446717,actor,stage actor,0.09086503833532333
Q16980044,lyon,lyon,0.8953225016593933
Q22211777,"august 15, 1983",1983-08-15,0.7944635152816772
Q2837277,"Washington, D.C.","Washington, D.C.",0.8961753249168396
Q272567,italia conti academy of theatre art,italia conti academy of theatre art,0.9738200306892395
Q7436297,"february 10, 1975",1975-02-10,0.7628561854362488
Q7188617,rankin,rankin,0.9812056422233582
Q4865702,"december 19, 1951",1951-12-19,0.8296269774436951
Q239382,united state,united state,0.9919833540916443
Q6834458,actor,actor,0.5767977237701416
Q5231256,television actor,television actor,0.8891075253486633
Q3445778,music educator,music educator,0.9131958484649658
Q2485800,"february 7, 1962",1962-02-07,0.6971253752708435
Q3831385,film actor,actor,0.24699276685714722
Q15452158,university of the philippine,university of the philippine,0.9319011569023132
Q1373261,hämeenlinna,hämeenlinna,1.0264872312545776
Q5607691,"stage actor, lyricist, songwriter",stage actor,0.46431612968444824
Q549224,vocalist and stage actor,actor,0.2553657293319702
Q725969,"musician, singer, guitarist, singer-songwriter, actor",actor,0.42518144845962524
Q3856278,"december 17, 1951",1951-12-17,0.7176083326339722
Q4250319,"may 13, 1944",1944-05-13,0.7748346924781799
Q447713,actor,voice actor,0.09630686044692993
Q2400001,san francisco,san francisco,0.949722945690155
Q3560689,illinois,illinois,0.9729418158531189
Q7923378,golder green crematorium,golder green crematorium,0.9702731966972351
Q20795525,central school of speech and drama,central school of speech and drama,0.954742431640625
Q4967375,singer,singer,0.7661882042884827
Q25091785,scottish american,scottish american,0.9880858659744263
Q231395,actres,film producer,0.02895982563495636
Q5271380,actres,film actor,0.08464165776968002
Q456329,actor,voice actor,0.09630686044692993
Q21932029,fulbright scholarship,fulbright scholarship,0.9878350496292114
Q3521068,devi,devi,0.7777496576309204
Q4768853,"september 25, 1920",1920-09-25,0.7970486283302307
Q6242098,joseph,joseph,0.8898003697395325
Q10313982,brazil,brazil,0.7638742327690125
Q669973,film actor,film actor,0.8629913330078125
Q208214,mccluer high school,mccluer high school,0.9582409262657166
Q21932227,wang,wang,0.6652443408966064
Q4696696,united state,united state,0.9919833540916443
Q5907728,complication from diabetes,diabetes,0.1492505669593811
Q381066,united state,united state,0.9919833540916443
Q100937,american theatre hall of fame,american theatre hall of fame,0.9290555715560913
Q19874783,actor,television actor,0.1935839205980301
Q2443799,united state,united state,0.9919833540916443
Q3817651,"july 16, 1990",1990-07-16,0.8202788829803467
Q272050,,film actor,-0.02722664177417755
Q30043198,ghana,ghana,1.0306788682937622
Q232109,the great lie,the great lie,0.9728037714958191
Q7821237,,united state,0.02185286581516266
Q7351575,Aguirre-Sacasa,Aguirre-Sacasa,0.9966038465499878
Q42881452,wilmington,wilmington,0.8882384896278381
Q6834504,united kingdom,united kingdom,0.9348112344741821
Q1811634,singer-songwriter,singer-songwriter,0.9226478934288025
Q7608901,"hi death due to an electrical injury on june 5, 2010",death of stephen clancy hill,0.2109665423631668
Q6780385,morri,morri,1.027405858039856
Q5701845,"july 5, 1895",1895-07-05,0.8000298142433167
Q56036403,forest lawn memorial park,forest lawn memorial park,0.9327782988548279
Q510612,warner Bros.,warner Bros.,0.964443564414978
Q22019194,oakland,oakland,1.024678111076355
Q7145897,film and television actor,actor,0.296451598405838
Q1143649,blue ribbon award for best supporting actres,blue ribbon award for best supporting actres,0.9952380061149597
Q234089,"august 12, 1910",1910-08-12,0.8018913865089417
Q1673431,fashion designer,fashion designer,0.9048551321029663
Q7405318,"november 21, 2022",2022-11-21,0.7460008263587952
Q17413878,united state,united state,0.9919833540916443
Q1354247,micheaux,Q16874759,0.01824711263179779
Q5696923,tain,tain,0.9814652800559998
Q1566207,united state,united state,0.9919833540916443
Q461300,"march 25, 1988",1988-03-25,0.82748943567276
Q7153764,stanton,stanton,0.9292383193969727
Q11330972,the suite life of zack & cody,the suite life of zack & cody,0.9626858830451965
Q5181360,"july 15, 1907",1907-07-15,0.8222896456718445
Q1105361,são paulo,são paulo,0.9688389897346497
Q3538223,actor,actor,0.5767977237701416
Q16934903,"january 7, 1979",1979-01-07,0.7430111169815063
Q28408353,nigeria,nigeria,0.7700566053390503
Q261535,"june 9, 1964",1964-06-09,0.7173779606819153
Q5670600,lo angele,lo angele,1.0596922636032104
Q1399617,"april 7, 1917",1917-04-07,0.7631884217262268
Q16006472,lo angele,lo angele,1.0596922636032104
Q7807593,"november 4, 1972",1972-11-04,0.7553987503051758
Q5666149,australia,australia,0.7713078856468201
Q349704,alma,alma,0.7862257361412048
Q5899293,actres,film actor,0.08464165776968002
Q3806652,"march 18, 1960",1960-03-18,0.8004912734031677
Q5042257,television and film actor,actor,0.3366992473602295
Q2913743,suicide,suicide,0.638853132724762
Q5591257,burlingame,burlingame,1.0154892206192017
Q7726973,,smith,0.07793039828538895
Q238849,actres,actor,0.15664337575435638
Q54833954,film actor,actor,0.24699276685714722
Q20638679,actor,actor,0.5767977237701416
Q4940708,lewi wilson,lewi wilson,0.9798763394355774
Q22665709,"september 3, 1931",1931-09-03,0.8065739870071411
Q4802523,television actor,television actor,0.8891075253486633
Q2150289,primetime emmy award for outstanding original music and lyric,primetime emmy award for outstanding original music and lyric,0.9584742188453674
Q2579591,screenwriter,screenwriter,0.8943785429000854
Q271851,actres,film actor,0.08464165776968002
Q549942,"writer guild of America, west","writer guild of America, west",0.9545766711235046
Q231541,lo angele valley college,lo angele valley college,0.9919424057006836
Q16030296,united kingdom of great britain and ireland,united kingdom of great britain and ireland,0.997732937335968
Q6242466,united kingdom,united kingdom,0.9348112344741821
Q7114391,fulton,fulton,1.0188567638397217
Q46995552,brooklyn,brooklyn,0.9519419074058533
Q2262125,film actor,film actor,0.8629913330078125
Q43083570,miami,miami,0.9480568766593933
Q22631083,"march 12, 1943",1943-03-12,0.7892486453056335
Q202461,"may 31, 1955",1955-05-31,0.7787759900093079
Q16105403,united state,united state,0.9919833540916443
Q3182917,"february 8, 1982",1982-02-08,0.783758819103241
Q7312872,watford,watford,0.9304903149604797
Q4954139,chicago,chicago,0.8835649490356445
Q1244995,united state,united state,0.9919833540916443
Q18638563,"november 8, 1968",1968-11-08,0.8025730848312378
Q7175503,"october 13, 1974",1974-10-13,0.728456437587738
Q125858,riceville,riceville,0.9682897925376892
Q902800,"march 4, 1995",1995-03-04,0.7800801396369934
Q5257738,"march 3, 1949",1949-03-03,0.8026859164237976
Q3293960,film actor,film actor,0.8629913330078125
Q5525560,actor,television actor,0.1935839205980301
Q79044,pneumonia,pneumonia,0.9233587384223938
Q613691,"may 29, 1961",1961-05-29,0.7823958992958069
Q16728739,eaton,eaton,1.0256092548370361
Q15052227,grace gummer,grace gummer,0.9246043562889099
Q2929192,san rafael high school,san rafael high school,0.9663414359092712
Q223741,saxophone,saxophone,0.831929624080658
Q18810996,edinburgh,edinburgh,0.9023823142051697
Q5181245,mitchell,mitchell,0.9438968300819397
Q310052,lola mellor,lola mellor,1.114033818244934
Q6529408,united kingdom,united kingdom,0.9348112344741821
Q239030,united state,united state,0.9919833540916443
Q16334485,lookinland,lookinland,1.0163753032684326
Q16194514,"television actor, radio personality, screenwriter, podcaster",actor,0.3180273175239563
Q6170032,schwartz,schwartz,0.9667134881019592
Q26998279,screenwriter,screenwriter,0.8943785429000854
Q28091961,Q106839116,Q106839116,0.9925009608268738
Q17112981,red eye,red eye,0.912001371383667
Q5438899,actres,novelist,0.020616158843040466
Q2852925,shaw,shaw,0.933923065662384
Q6964624,chance,chance,0.6730088591575623
Q20684836,riverside,riverside,0.9434380531311035
Q2455962,screenwriter,screenwriter,0.8943785429000854
Q11316774,"may 6, 1979",1979-05-06,0.7803494334220886
Q13577397,laredo,laredo,0.9250298738479614
Q3731763,singer,singer,0.7661882042884827
Q16536762,dinah shtettin,dinah shtettin,0.9983546137809753
Q28740203,"january 1, 1991",+1990-00-00T00:00:00Z,0.22400541603565216
Q633690,Q56540345,Q56540345,1.0041548013687134
Q16192951,united state,united state,0.9919833540916443
Q6150576,"october 24, 1951",1951-10-24,0.6908338069915771
Q2250676,television actor and film director,actor,0.2836155891418457
Q15439986,film actor,film actor,0.8629913330078125
Q1638889,united state,united state,0.9919833540916443
Q16223977,united kingdom,united kingdom,0.9348112344741821
Q4960828,carr,carr,0.9669140577316284
Q47325998,vancouver,vancouver,0.9561751484870911
Q1173795,"january 1, 1969",1969-01-01,0.7028149962425232
Q56584181,actor,actor,0.5767977237701416
Q934270,worcester college,worcester college,0.9691551327705383
Q21515064,"march 10, 1966",1966-03-10,0.8111349940299988
Q3499182,bernstein,bernstein,0.9277971386909485
Q229153,illinois state university,illinois state university,0.9606497883796692
Q28813217,norway,norway,0.9407385587692261
Q1633173,actres and model,television producer,0.022275716066360474
Q253334,frantz,frantz,1.0185589790344238
Q1298490,hollywood,hollywood,0.7898563742637634
Q17298660,united state,united state,0.9919833540916443
Q888015,"may 4, 1920",1920-05-04,0.7653399705886841
Q6204961,cooper,cooper,0.757737934589386
Q7493138,london,london,0.7344843745231628
Q1035952,dick van dyke,dick van dyke,0.9969918131828308
Q2903658,kearn,kearn,0.9480322003364563
Q2866608,film actor,actor,0.24699276685714722
Q9750278,film actor,film actor,0.8629913330078125
Q7982622,actor,actor,0.5767977237701416
Q5416413,kent,kent,0.6988428235054016
Q945713,roodepoort,roodepoort,0.9447668194770813
Q712081,"april 15, 1992",1992-04-15,0.7884932160377502
Q25455098,actres,actor,0.15664337575435638
Q1681105,lo angele,lo angele,1.0596922636032104
Q60802,actres,television actor,0.12972226738929749
Q2426357,mississauga,mississauga,0.9456723928451538
Q18715908,film actor,actor,0.24699276685714722
Q6812810,united state,united state,0.9919833540916443
Q4894525,islington,islington,0.9382156729698181
Q5090160,healey,healey,0.9493846893310547
Q19979389,monrovia,monrovia,0.959867000579834
Q2062257,screenwriter,screenwriter,0.8943785429000854
Q16058540,woodlawn cemetery,woodlawn cemetery,0.9507348537445068
Q19885335,united state,united state,0.9919833540916443
Q6849143,voice actor,voice actor,0.8491813540458679
Q14950022,,unincorporated area,-0.04376041889190674
Q15144113,henry E. dixey,henry E. dixey,1.005397915840149
Q16223951,kolkata,kolkata,1.00150465965271
Q5220962,television actor,actor,0.2646454870700836
Q5919778,film and television actor,actor,0.296451598405838
Q3978384,film actor,film actor,0.8629913330078125
Q7441112,television actor,television actor,0.8891075253486633
Q3644441,actor and writer,television presenter,0.24892008304595947
Q7425109,latvia,latvia,0.9166225790977478
Q5213239,"november 15, 1933",1933-11-15,0.770248532295227
Q1173882,film score composer,composer,0.31043827533721924
Q6199210,australia,australia,0.7713078856468201
Q3361770,actor,actor,0.5767977237701416
Q19665037,theater art,theater art,0.9373847842216492
Q3288740,musician,musician,0.733916699886322
Q9057086,the american school of tampico,the american school of tampico,0.9860107898712158
Q21651780,city university of new york,city university of new york,0.945793628692627
Q2067726,united state,united state,0.9919833540916443
Q185140,academy award for best actor,academy award for best actor,0.9590170383453369
Q5336218,pneumonia,natural cause,0.049918822944164276
Q2101495,actor,actor,0.5767977237701416
Q7087811,television actor,television actor,0.8891075253486633
